Seed,arrival rate,"(BEB,5,1.00,0.50)","(BEB,5,1.00,1.00)","(BEB,5,1.00,1.50)","(BEB,5,1.00,2.00)","(BEB,5,1.00,2.50)","(BEB,5,1.00,3.00)","(BEB,10,1.00,0.50)","(BEB,10,1.00,1.00)","(BEB,10,1.00,1.50)","(BEB,10,1.00,2.00)","(BEB,10,1.00,2.50)","(BEB,10,1.00,3.00)"
400137271,2.5309795918,0.4902004584,0.4901998381,0.4902002425,0.4902004839,0.9509928368,1.3385877209,0.4693319856,0.4687880579,0.4868088256,0.4159765629,0.9231975940,1.2663383053
400137271,2.6125918367,0.4902016255,0.4902023526,0.4902053947,0.8224911966,1.2250424498,1.4698485010,0.4512090633,0.4764616556,0.4416054741,0.8588853760,1.0874195594,1.5321511436
400137271,2.6942040816,0.4902021550,0.4902000010,0.4901992323,0.9459876029,1.3212411589,1.3605136025,0.4685554832,0.4723323513,0.4859840856,0.8478480032,1.1396376479,1.5746068105
400137271,2.7758163265,0.4902014597,0.4901988514,0.4902025003,0.8129821615,1.2956629635,1.6649421492,0.4680525094,0.4443673496,0.4454943993,0.7980236275,1.3039645489,1.4849720294
400137271,2.8574285714,0.4902013749,0.4902010654,0.4902009520,0.9013149552,1.2650647361,1.3991167689,0.4711465193,0.4402304820,0.4716133233,0.8118278700,1.2067713820,1.6112443440
400137271,2.9390408163,0.4901998998,0.4902021498,0.4902052814,0.9469947273,1.2192961307,1.5041321599,0.4662406146,0.4737032119,0.4768436843,0.9238376646,1.2107547517,1.6051728296
400137271,3.0206530612,0.4901998381,0.4902002425,0.4902004839,0.9509928368,1.3385877209,1.6414667506,0.4687880579,0.4868088256,0.4159765629,0.9231975940,1.2663383053,1.6069543699
400137271,3.1022653061,0.4902023526,0.4902053947,0.8224911966,1.2250424498,1.4698485010,2.0061542284,0.4764616556,0.4416054741,0.8588853760,1.0874195594,1.5321511436,1.8414311886
400137271,3.1838775510,0.4902000010,0.4901992323,0.9459876029,1.3212411589,1.3605136025,1.7152597482,0.4723323513,0.4859840856,0.8478480032,1.1396376479,1.5746068105,1.7500995962
400137271,3.2654897959,0.4901988514,0.4902025003,0.8129821615,1.2956629635,1.6649421492,2.0884508442,0.4443673496,0.4454943993,0.7980236275,1.3039645489,1.4849720294,1.7077377936
400137271,3.3471020408,0.4902010654,0.4902009520,0.9013149552,1.2650647361,1.3991167689,1.4460451165,0.4402304820,0.4716133233,0.8118278700,1.2067713820,1.6112443440,1.7981122252
400137271,3.4287142857,0.4902021498,0.4902052814,0.9469947273,1.2192961307,1.5041321599,2.0176368206,0.4737032119,0.4768436843,0.9238376646,1.2107547517,1.6051728296,1.8099455714
400137271,3.5103265306,0.4902002425,0.4902004839,0.9509928368,1.3385877209,1.6414667506,1.9868996207,0.4868088256,0.4159765629,0.9231975940,1.2663383053,1.6069543699,1.7149771653
400137271,3.5919387755,0.4902053947,0.8224911966,1.2250424498,1.4698485010,2.0061542284,2.0933892879,0.4416054741,0.8588853760,1.0874195594,1.5321511436,1.8414311886,1.9076521821
400137271,3.6735510204,0.4901992323,0.9459876029,1.3212411589,1.3605136025,1.7152597482,2.1840317639,0.4859840856,0.8478480032,1.1396376479,1.5746068105,1.7500995962,2.1591963256
400137271,3.7551632653,0.4902025003,0.8129821615,1.2956629635,1.6649421492,2.0884508442,2.0391823747,0.4454943993,0.7980236275,1.3039645489,1.4849720294,1.7077377936,2.2840632529
400137271,3.8367755102,0.4902009520,0.9013149552,1.2650647361,1.3991167689,1.4460451165,2.1046675550,0.4716133233,0.8118278700,1.2067713820,1.6112443440,1.7981122252,2.0976351162
400137271,3.9183877551,0.4902052814,0.9469947273,1.2192961307,1.5041321599,2.0176368206,2.2922045166,0.4768436843,0.9238376646,1.2107547517,1.6051728296,1.8099455714,2.3917856266
400137271,4.0000000000,0.4902004839,0.9509928368,1.3385877209,1.6414667506,1.9868996207,2.0692233152,0.4159765629,0.9231975940,1.2663383053,1.6069543699,1.7149771653,2.3200957577

