Seed,arrival rate,"(3,5,0.50,0.50)","(3,5,0.50,2.00)","(3,5,0.50,3.50)","(3,5,1.00,0.50)","(3,5,1.00,2.00)","(3,5,1.00,3.50)","(3,5,1.50,0.50)","(3,5,1.50,2.00)","(3,5,1.50,3.50)","(3,10,0.50,0.50)","(3,10,0.50,2.00)","(3,10,0.50,3.50)","(3,10,1.00,0.50)","(3,10,1.00,2.00)","(3,10,1.00,3.50)","(3,10,1.50,0.50)","(3,10,1.50,2.00)","(3,10,1.50,3.50)"
400137271,0.8189090909,2.3184859064,8.9196358188,126.8544892139,2.7193977639,28.0111113848,536.0117962560,4.2301332602,213.7938762507,6867.7951801948,2.2463832587,13.5798056718,916.4410573316,2.8723192197,97.0768295542,8955.3970393418,4.9875433070,941.8291370978,11882.2076406266
400137271,0.8492020202,2.4349588640,8.6576857408,412.1329226657,3.0117726609,16.7165971592,777.7606719958,3.9554767976,75.6881845612,8563.5046649336,2.4841034888,13.3776976062,1420.0337592273,3.8688267223,106.9673455323,2346.9266361418,7.0748257641,274.5501216541,5662.7985916184
400137271,0.8794949495,2.5811234874,14.9553940012,5362.9824620385,3.3623874441,23.6566758879,1255.5929418011,5.3690732661,1425.3754900016,27775.8215274616,4.4337854611,156.7404329530,1795.4745504949,3.4630433064,718.9062934523,2376.1894123691,20.3602429071,708.9508438454,5022.1652084940
400137271,0.9097878788,2.7193977639,28.0111113848,536.0117962560,4.2301332602,213.7938762507,6867.7951801948,8.9196358188,126.8544892139,1702.8635405046,2.8723192197,97.0768295542,8955.3970393418,4.9875433070,941.8291370978,11882.2076406266,13.5798056718,916.4410573316,8871.4640212730
400137271,0.9400808081,3.0117726609,16.7165971592,777.7606719958,3.9554767976,75.6881845612,8563.5046649336,8.6576857408,412.1329226657,5514.3552878131,3.8688267223,106.9673455323,2346.9266361418,7.0748257641,274.5501216541,5662.7985916184,13.3776976062,1420.0337592273,11962.8379579524
400137271,0.9703737374,3.3623874441,23.6566758879,1255.5929418011,5.3690732661,1425.3754900016,27775.8215274616,14.9553940012,5362.9824620385,1472.3442459801,3.4630433064,718.9062934523,2376.1894123691,20.3602429071,708.9508438454,5022.1652084940,156.7404329530,1795.4745504949,8458.2891296146
400137271,1.0006666667,4.2301332602,213.7938762507,6867.7951801948,8.9196358188,126.8544892139,1702.8635405046,28.0111113848,536.0117962560,1961.3860224726,4.9875433070,941.8291370978,11882.2076406266,13.5798056718,916.4410573316,8871.4640212730,97.0768295542,8955.3970393418,9454.2846692073
400137271,1.0309595960,3.9554767976,75.6881845612,8563.5046649336,8.6576857408,412.1329226657,5514.3552878131,16.7165971592,777.7606719958,8698.7838290225,7.0748257641,274.5501216541,5662.7985916184,13.3776976062,1420.0337592273,11962.8379579524,106.9673455323,2346.9266361418,9951.8008859396
400137271,1.0612525253,5.3690732661,1425.3754900016,27775.8215274616,14.9553940012,5362.9824620385,1472.3442459801,23.6566758879,1255.5929418011,5988.6021781186,20.3602429071,708.9508438454,5022.1652084940,156.7404329530,1795.4745504949,8458.2891296146,718.9062934523,2376.1894123691,26410.7018736369
400137271,1.0915454545,8.9196358188,126.8544892139,1702.8635405046,28.0111113848,536.0117962560,1961.3860224726,213.7938762507,6867.7951801948,6433.9719455661,13.5798056718,916.4410573316,8871.4640212730,97.0768295542,8955.3970393418,9454.2846692073,941.8291370978,11882.2076406266,14629.8958201612
400137271,1.1218383838,8.6576857408,412.1329226657,5514.3552878131,16.7165971592,777.7606719958,8698.7838290225,75.6881845612,8563.5046649336,8538.9227327470,13.3776976062,1420.0337592273,11962.8379579524,106.9673455323,2346.9266361418,9951.8008859396,274.5501216541,5662.7985916184,13455.5260832337
400137271,1.1521313131,14.9553940012,5362.9824620385,1472.3442459801,23.6566758879,1255.5929418011,5988.6021781186,1425.3754900016,27775.8215274616,21238.2462942266,156.7404329530,1795.4745504949,8458.2891296146,718.9062934523,2376.1894123691,26410.7018736369,708.9508438454,5022.1652084940,30016.7045448619
400137271,1.1824242424,28.0111113848,536.0117962560,1961.3860224726,213.7938762507,6867.7951801948,6433.9719455661,126.8544892139,1702.8635405046,8179.6530015413,97.0768295542,8955.3970393418,9454.2846692073,941.8291370978,11882.2076406266,14629.8958201612,916.4410573316,8871.4640212730,18026.1229332706
400137271,1.2127171717,16.7165971592,777.7606719958,8698.7838290225,75.6881845612,8563.5046649336,8538.9227327470,412.1329226657,5514.3552878131,14063.7831556015,106.9673455323,2346.9266361418,9951.8008859396,274.5501216541,5662.7985916184,13455.5260832337,1420.0337592273,11962.8379579524,9893.7041314374
400137271,1.2430101010,23.6566758879,1255.5929418011,5988.6021781186,1425.3754900016,27775.8215274616,21238.2462942266,5362.9824620385,1472.3442459801,3826.9121805728,718.9062934523,2376.1894123691,26410.7018736369,708.9508438454,5022.1652084940,30016.7045448619,1795.4745504949,8458.2891296146,9656.0770720102
400137271,1.2733030303,213.7938762507,6867.7951801948,6433.9719455661,126.8544892139,1702.8635405046,8179.6530015413,536.0117962560,1961.3860224726,18245.2455036440,941.8291370978,11882.2076406266,14629.8958201612,916.4410573316,8871.4640212730,18026.1229332706,8955.3970393418,9454.2846692073,6966.1933933437
400137271,1.3035959596,75.6881845612,8563.5046649336,8538.9227327470,412.1329226657,5514.3552878131,14063.7831556015,777.7606719958,8698.7838290225,14078.1980669040,274.5501216541,5662.7985916184,13455.5260832337,1420.0337592273,11962.8379579524,9893.7041314374,2346.9266361418,9951.8008859396,48817.6921501235
400137271,1.3338888889,1425.3754900016,27775.8215274616,21238.2462942266,5362.9824620385,1472.3442459801,3826.9121805728,1255.5929418011,5988.6021781186,4284.2432114152,708.9508438454,5022.1652084940,30016.7045448619,1795.4745504949,8458.2891296146,9656.0770720102,2376.1894123691,26410.7018736369,25479.1743420174
400137271,1.3641818182,126.8544892139,1702.8635405046,8179.6530015413,536.0117962560,1961.3860224726,18245.2455036440,6867.7951801948,6433.9719455661,18360.3266316700,916.4410573316,8871.4640212730,18026.1229332706,8955.3970393418,9454.2846692073,6966.1933933437,11882.2076406266,14629.8958201612,16867.7247911933
400137271,1.3944747475,412.1329226657,5514.3552878131,14063.7831556015,777.7606719958,8698.7838290225,14078.1980669040,8563.5046649336,8538.9227327470,10286.3208990027,1420.0337592273,11962.8379579524,9893.7041314374,2346.9266361418,9951.8008859396,48817.6921501235,5662.7985916184,13455.5260832337,24554.9562857776
400137271,1.4247676768,5362.9824620385,1472.3442459801,3826.9121805728,1255.5929418011,5988.6021781186,4284.2432114152,27775.8215274616,21238.2462942266,7449.3892193030,1795.4745504949,8458.2891296146,9656.0770720102,2376.1894123691,26410.7018736369,25479.1743420174,5022.1652084940,30016.7045448619,15877.1939510583
400137271,1.4550606061,536.0117962560,1961.3860224726,18245.2455036440,6867.7951801948,6433.9719455661,18360.3266316700,1702.8635405046,8179.6530015413,4791.0956573447,8955.3970393418,9454.2846692073,6966.1933933437,11882.2076406266,14629.8958201612,16867.7247911933,8871.4640212730,18026.1229332706,17846.5197491231
400137271,1.4853535354,777.7606719958,8698.7838290225,14078.1980669040,8563.5046649336,8538.9227327470,10286.3208990027,5514.3552878131,14063.7831556015,24285.3954268047,2346.9266361418,9951.8008859396,48817.6921501235,5662.7985916184,13455.5260832337,24554.9562857776,11962.8379579524,9893.7041314374,11206.8645998238
400137271,1.5156464646,1255.5929418011,5988.6021781186,4284.2432114152,27775.8215274616,21238.2462942266,7449.3892193030,1472.3442459801,3826.9121805728,36764.8757489112,2376.1894123691,26410.7018736369,25479.1743420174,5022.1652084940,30016.7045448619,15877.1939510583,8458.2891296146,9656.0770720102,13008.7916539748
400137271,1.5459393939,6867.7951801948,6433.9719455661,18360.3266316700,1702.8635405046,8179.6530015413,4791.0956573447,1961.3860224726,18245.2455036440,37892.3226967301,11882.2076406266,14629.8958201612,16867.7247911933,8871.4640212730,18026.1229332706,17846.5197491231,9454.2846692073,6966.1933933437,17484.5594673729
400137271,1.5762323232,8563.5046649336,8538.9227327470,10286.3208990027,5514.3552878131,14063.7831556015,24285.3954268047,8698.7838290225,14078.1980669040,10150.9211343499,5662.7985916184,13455.5260832337,24554.9562857776,11962.8379579524,9893.7041314374,11206.8645998238,9951.8008859396,48817.6921501235,21222.7571916757
400137271,1.6065252525,27775.8215274616,21238.2462942266,7449.3892193030,1472.3442459801,3826.9121805728,36764.8757489112,5988.6021781186,4284.2432114152,37395.7524666554,5022.1652084940,30016.7045448619,15877.1939510583,8458.2891296146,9656.0770720102,13008.7916539748,26410.7018736369,25479.1743420174,44457.2913882556
400137271,1.6368181818,1702.8635405046,8179.6530015413,4791.0956573447,1961.3860224726,18245.2455036440,37892.3226967301,6433.9719455661,18360.3266316700,17441.5739783556,8871.4640212730,18026.1229332706,17846.5197491231,9454.2846692073,6966.1933933437,17484.5594673729,14629.8958201612,16867.7247911933,33954.5752365435
400137271,1.6671111111,5514.3552878131,14063.7831556015,24285.3954268047,8698.7838290225,14078.1980669040,10150.9211343499,8538.9227327470,10286.3208990027,10948.6239792630,11962.8379579524,9893.7041314374,11206.8645998238,9951.8008859396,48817.6921501235,21222.7571916757,13455.5260832337,24554.9562857776,22837.8983944837
400137271,1.6974040404,1472.3442459801,3826.9121805728,36764.8757489112,5988.6021781186,4284.2432114152,37395.7524666554,21238.2462942266,7449.3892193030,40999.1715226689,8458.2891296146,9656.0770720102,13008.7916539748,26410.7018736369,25479.1743420174,44457.2913882556,30016.7045448619,15877.1939510583,38199.9885823120
400137271,1.7276969697,1961.3860224726,18245.2455036440,37892.3226967301,6433.9719455661,18360.3266316700,17441.5739783556,8179.6530015413,4791.0956573447,23056.3732710240,9454.2846692073,6966.1933933437,17484.5594673729,14629.8958201612,16867.7247911933,33954.5752365435,18026.1229332706,17846.5197491231,28495.0917799680
400137271,1.7579898990,8698.7838290225,14078.1980669040,10150.9211343499,8538.9227327470,10286.3208990027,10948.6239792630,14063.7831556015,24285.3954268047,12961.7353357822,9951.8008859396,48817.6921501235,21222.7571916757,13455.5260832337,24554.9562857776,22837.8983944837,9893.7041314374,11206.8645998238,46042.2246683099
400137271,1.7882828283,5988.6021781186,4284.2432114152,37395.7524666554,21238.2462942266,7449.3892193030,40999.1715226689,3826.9121805728,36764.8757489112,12980.6281501043,26410.7018736369,25479.1743420174,44457.2913882556,30016.7045448619,15877.1939510583,38199.9885823120,9656.0770720102,13008.7916539748,50563.1562698817
400137271,1.8185757576,6433.9719455661,18360.3266316700,17441.5739783556,8179.6530015413,4791.0956573447,23056.3732710240,18245.2455036440,37892.3226967301,42466.0940608303,14629.8958201612,16867.7247911933,33954.5752365435,18026.1229332706,17846.5197491231,28495.0917799680,6966.1933933437,17484.5594673729,41131.9509676440
400137271,1.8488686869,8538.9227327470,10286.3208990027,10948.6239792630,14063.7831556015,24285.3954268047,12961.7353357822,14078.1980669040,10150.9211343499,29859.4374581478,13455.5260832337,24554.9562857776,22837.8983944837,9893.7041314374,11206.8645998238,46042.2246683099,48817.6921501235,21222.7571916757,34580.8011670309
400137271,1.8791616162,21238.2462942266,7449.3892193030,40999.1715226689,3826.9121805728,36764.8757489112,12980.6281501043,4284.2432114152,37395.7524666554,50033.8530941693,30016.7045448619,15877.1939510583,38199.9885823120,9656.0770720102,13008.7916539748,50563.1562698817,25479.1743420174,44457.2913882556,55517.4608907914
400137271,1.9094545455,8179.6530015413,4791.0956573447,23056.3732710240,18245.2455036440,37892.3226967301,42466.0940608303,18360.3266316700,17441.5739783556,39037.0091209427,18026.1229332706,17846.5197491231,28495.0917799680,6966.1933933437,17484.5594673729,41131.9509676440,16867.7247911933,33954.5752365435,56985.5966667386
400137271,1.9397474747,14063.7831556015,24285.3954268047,12961.7353357822,14078.1980669040,10150.9211343499,29859.4374581478,10286.3208990027,10948.6239792630,69360.7491873140,9893.7041314374,11206.8645998238,46042.2246683099,48817.6921501235,21222.7571916757,34580.8011670309,24554.9562857776,22837.8983944837,48799.0664691723
400137271,1.9700404040,3826.9121805728,36764.8757489112,12980.6281501043,4284.2432114152,37395.7524666554,50033.8530941693,7449.3892193030,40999.1715226689,62309.4914079405,9656.0770720102,13008.7916539748,50563.1562698817,25479.1743420174,44457.2913882556,55517.4608907914,15877.1939510583,38199.9885823120,33272.0260337428
400137271,2.0003333333,18245.2455036440,37892.3226967301,42466.0940608303,18360.3266316700,17441.5739783556,39037.0091209427,4791.0956573447,23056.3732710240,10435.3997727580,6966.1933933437,17484.5594673729,41131.9509676440,16867.7247911933,33954.5752365435,56985.5966667386,17846.5197491231,28495.0917799680,43519.7471870756
400137271,2.0306262626,14078.1980669040,10150.9211343499,29859.4374581478,10286.3208990027,10948.6239792630,69360.7491873140,24285.3954268047,12961.7353357822,66016.2471402822,48817.6921501235,21222.7571916757,34580.8011670309,24554.9562857776,22837.8983944837,48799.0664691723,11206.8645998238,46042.2246683099,48840.8923027753
400137271,2.0609191919,4284.2432114152,37395.7524666554,50033.8530941693,7449.3892193030,40999.1715226689,62309.4914079405,36764.8757489112,12980.6281501043,46356.8859971053,25479.1743420174,44457.2913882556,55517.4608907914,15877.1939510583,38199.9885823120,33272.0260337428,13008.7916539748,50563.1562698817,48604.0569055262
400137271,2.0912121212,18360.3266316700,17441.5739783556,39037.0091209427,4791.0956573447,23056.3732710240,10435.3997727580,37892.3226967301,42466.0940608303,57465.5008869558,16867.7247911933,33954.5752365435,56985.5966667386,17846.5197491231,28495.0917799680,43519.7471870756,17484.5594673729,41131.9509676440,32986.4909795055
400137271,2.1215050505,10286.3208990027,10948.6239792630,69360.7491873140,24285.3954268047,12961.7353357822,66016.2471402822,10150.9211343499,29859.4374581478,59546.8228868705,24554.9562857776,22837.8983944837,48799.0664691723,11206.8645998238,46042.2246683099,48840.8923027753,21222.7571916757,34580.8011670309,79960.2543434000
400137271,2.1517979798,7449.3892193030,40999.1715226689,62309.4914079405,36764.8757489112,12980.6281501043,46356.8859971053,37395.7524666554,50033.8530941693,70221.7306806921,15877.1939510583,38199.9885823120,33272.0260337428,13008.7916539748,50563.1562698817,48604.0569055262,44457.2913882556,55517.4608907914,53813.6014761104
400137271,2.1820909091,4791.0956573447,23056.3732710240,10435.3997727580,37892.3226967301,42466.0940608303,57465.5008869558,17441.5739783556,39037.0091209427,48580.9696149977,17846.5197491231,28495.0917799680,43519.7471870756,17484.5594673729,41131.9509676440,32986.4909795055,33954.5752365435,56985.5966667386,67989.5350775460
400137271,2.2123838384,24285.3954268047,12961.7353357822,66016.2471402822,10150.9211343499,29859.4374581478,59546.8228868705,10948.6239792630,69360.7491873140,70000.1837047736,11206.8645998238,46042.2246683099,48840.8923027753,21222.7571916757,34580.8011670309,79960.2543434000,22837.8983944837,48799.0664691723,51405.2435570757
400137271,2.2426767677,36764.8757489112,12980.6281501043,46356.8859971053,37395.7524666554,50033.8530941693,70221.7306806921,40999.1715226689,62309.4914079405,76332.4743852168,13008.7916539748,50563.1562698817,48604.0569055262,44457.2913882556,55517.4608907914,53813.6014761104,38199.9885823120,33272.0260337428,72307.8291271064
400137271,2.2729696970,37892.3226967301,42466.0940608303,57465.5008869558,17441.5739783556,39037.0091209427,48580.9696149977,23056.3732710240,10435.3997727580,78253.3152580419,17484.5594673729,41131.9509676440,32986.4909795055,33954.5752365435,56985.5966667386,67989.5350775460,28495.0917799680,43519.7471870756,65964.8217643050
400137271,2.3032626263,10150.9211343499,29859.4374581478,59546.8228868705,10948.6239792630,69360.7491873140,70000.1837047736,12961.7353357822,66016.2471402822,221201.2385961419,21222.7571916757,34580.8011670309,79960.2543434000,22837.8983944837,48799.0664691723,51405.2435570757,46042.2246683099,48840.8923027753,227469.9393868008
400137271,2.3335555556,37395.7524666554,50033.8530941693,70221.7306806921,40999.1715226689,62309.4914079405,76332.4743852168,12980.6281501043,46356.8859971053,269983.5892388136,44457.2913882556,55517.4608907914,53813.6014761104,38199.9885823120,33272.0260337428,72307.8291271064,50563.1562698817,48604.0569055262,282719.4018392925
400137271,2.3638484848,17441.5739783556,39037.0091209427,48580.9696149977,23056.3732710240,10435.3997727580,78253.3152580419,42466.0940608303,57465.5008869558,276276.4784836685,33954.5752365435,56985.5966667386,67989.5350775460,28495.0917799680,43519.7471870756,65964.8217643050,41131.9509676440,32986.4909795055,240540.8976558828
400137271,2.3941414141,10948.6239792630,69360.7491873140,70000.1837047736,12961.7353357822,66016.2471402822,221201.2385961419,29859.4374581478,59546.8228868705,447178.4600566085,22837.8983944837,48799.0664691723,51405.2435570757,46042.2246683099,48840.8923027753,227469.9393868008,34580.8011670309,79960.2543434000,412881.4884858322
400137271,2.4244343434,40999.1715226689,62309.4914079405,76332.4743852168,12980.6281501043,46356.8859971053,269983.5892388136,50033.8530941693,70221.7306806921,445898.5986270650,38199.9885823120,33272.0260337428,72307.8291271064,50563.1562698817,48604.0569055262,282719.4018392925,55517.4608907914,53813.6014761104,436573.5712514760
400137271,2.4547272727,23056.3732710240,10435.3997727580,78253.3152580419,42466.0940608303,57465.5008869558,276276.4784836685,39037.0091209427,48580.9696149977,453723.1526985649,28495.0917799680,43519.7471870756,65964.8217643050,41131.9509676440,32986.4909795055,240540.8976558828,56985.5966667386,67989.5350775460,420971.7588980115
400137271,2.4850202020,12961.7353357822,66016.2471402822,221201.2385961419,29859.4374581478,59546.8228868705,447178.4600566085,69360.7491873140,70000.1837047736,235704.7595986265,46042.2246683099,48840.8923027753,227469.9393868008,34580.8011670309,79960.2543434000,412881.4884858322,48799.0664691723,51405.2435570757,193265.7678377036
400137271,2.5153131313,12980.6281501043,46356.8859971053,269983.5892388136,50033.8530941693,70221.7306806921,445898.5986270650,62309.4914079405,76332.4743852168,132294.1391836995,50563.1562698817,48604.0569055262,282719.4018392925,55517.4608907914,53813.6014761104,436573.5712514760,33272.0260337428,72307.8291271064,269846.6072767446
400137271,2.5456060606,42466.0940608303,57465.5008869558,276276.4784836685,39037.0091209427,48580.9696149977,453723.1526985649,10435.3997727580,78253.3152580419,271640.4311882381,41131.9509676440,32986.4909795055,240540.8976558828,56985.5966667386,67989.5350775460,420971.7588980115,43519.7471870756,65964.8217643050,164276.3992347247
400137271,2.5758989899,29859.4374581478,59546.8228868705,447178.4600566085,69360.7491873140,70000.1837047736,235704.7595986265,66016.2471402822,221201.2385961419,171208.1697493393,34580.8011670309,79960.2543434000,412881.4884858322,48799.0664691723,51405.2435570757,193265.7678377036,48840.8923027753,227469.9393868008,529369.9776535825
400137271,2.6061919192,50033.8530941693,70221.7306806921,445898.5986270650,62309.4914079405,76332.4743852168,132294.1391836995,46356.8859971053,269983.5892388136,177844.3686230548,55517.4608907914,53813.6014761104,436573.5712514760,33272.0260337428,72307.8291271064,269846.6072767446,48604.0569055262,282719.4018392925,490317.4458858490
400137271,2.6364848485,39037.0091209427,48580.9696149977,453723.1526985649,10435.3997727580,78253.3152580419,271640.4311882381,57465.5008869558,276276.4784836685,187687.7437410699,56985.5966667386,67989.5350775460,420971.7588980115,43519.7471870756,65964.8217643050,164276.3992347247,32986.4909795055,240540.8976558828,284091.4735662755
400137271,2.6667777778,69360.7491873140,70000.1837047736,235704.7595986265,66016.2471402822,221201.2385961419,171208.1697493393,59546.8228868705,447178.4600566085,679460.4730947323,48799.0664691723,51405.2435570757,193265.7678377036,48840.8923027753,227469.9393868008,529369.9776535825,79960.2543434000,412881.4884858322,8749.8901680585
400137271,2.6970707071,62309.4914079405,76332.4743852168,132294.1391836995,46356.8859971053,269983.5892388136,177844.3686230548,70221.7306806921,445898.5986270650,689921.3722760559,33272.0260337428,72307.8291271064,269846.6072767446,48604.0569055262,282719.4018392925,490317.4458858490,53813.6014761104,436573.5712514760,18193.2370233321
