0.045,18.172114,5706,10000000,10000001,0.817927,,0.097,333.604815,26501,,,
0.055,22.188237,5706,10000000,10000000,1.220113,,0.097,325.777137,19170,,,
0.065,28.470101,5706,10000000,10000000,1.850626,,0.097,333.097727,15725,,,
0.075,40.008643,5706,10000000,10000000,3.000995,,0.097,331.825053,11479,,,
0.085,66.568017,5706,10000000,10000029,5.657988,,0.097,322.542097,29359,,,
0.095,198.153164,5706,10000000,10000005,18.827651,,0.097,344.497572,26963,,,
0.096,243.920503,5706,10000000,10000005,23.406726,,0.097,333.567916,24465,,,
0.097,334.278512,5706,10000000,10000019,32.424225,,0.097,334.278512,5706,,,
0.098,489.046815,5706,10000000,10000014,47.913071,,0.097,334.656664,28146,,,
0.099,951.130158,5706,10000000,10000014,94.135581,,0.097,343.385792,23282,,,
0.005,10.521427,28146,10000000,10000000,0.052603,,0.098,470.937265,400137271,,,
0.015,11.758945,28146,10000000,10000002,0.176326,,0.098,493.486556,42,,,
0.025,13.325029,28146,10000000,10000000,0.333131,,0.098,534.611659,18468,,,
0.035,15.382637,28146,10000000,10000000,0.538465,,0.098,497.322141,6335,,,
0.045,18.153005,28146,10000000,10000000,0.816833,,0.098,504.309444,26501,,,
0.055,22.204615,28146,10000000,10000000,1.221413,,0.098,519.364503,19170,,,
0.065,28.565483,28146,10000000,10000002,1.856921,,0.098,521.484577,15725,,,
0.075,39.888263,28146,10000000,10000001,2.991302,,0.098,509.167592,11479,,,
0.085,66.152032,28146,10000000,10000000,5.621257,,0.098,490.248681,29359,,,
0.095,198.52403,28146,10000000,10000017,18.856243,,0.098,511.333355,26963,,,
0.096,252.247053,28146,10000000,10000003,24.21627,,0.098,487.300926,24465,,,
0.097,334.656664,28146,10000000,10000005,32.458455,,0.098,489.046815,5706,,,
0.098,484.658835,28146,10000000,10000001,47.473934,,0.098,484.658835,28146,,,
0.099,1034.077453,28146,10000000,10000121,102.391505,,0.098,540.217376,23282,,,
0.005,10.520027,23282,10000000,10000001,0.052596,,0.099,960.400166,400137271,,,
0.015,11.754591,23282,10000000,10000000,0.176258,,0.099,953.85165,42,,,
0.025,13.320964,23282,10000000,10000001,0.33306,,0.099,1015.353814,18468,,,
0.035,15.37353,23282,10000000,10000000,0.538075,,0.099,990.533379,6335,,,
0.045,18.16606,23282,10000000,10000001,0.817623,,0.099,892.176701,26501,,,
0.055,22.232672,23282,10000000,10000001,1.223192,,0.099,1021.106983,19170,,,
0.065,28.546513,23282,10000000,10000001,1.855751,,0.099,978.536925,15725,,,
0.075,40.013979,23282,10000000,10000003,3.001023,,0.099,960.115162,11479,,,
0.085,66.940227,23282,10000000,10000002,5.691783,,0.099,998.817072,29359,,,
0.095,200.919851,23282,10000000,10000006,19.088247,,0.099,1095.683843,26963,,,
0.096,249.114965,23282,10000000,10000020,23.925652,,0.099,1029.945347,24465,,,
0.097,343.385792,23282,10000000,10000131,33.325679,,0.099,951.130158,5706,,,
0.098,540.217376,23282,10000000,10000097,52.965661,,0.099,1034.077453,28146,,,
0.099,1011.048521,23282,10000000,10000028,100.127268,,0.099,1011.048521,23282,,,
